Username,Comment
@darshanamalap4775,What a movie yaar... Masterpiece... People were clapping in theaters like enjoying real 83 world Cup match
@limitlessfunnyvideos8441,Actually kabir khan is best director he made really all best movies bajrangi bhaijaan phantom tubelight 83 new york alll
@Sinu_14,"This trailer brings smile, joy on my face,  tears in my eyes.... Feeling proud to be an Indian.... 

Thank you Kapil Paji.. "
-,"Amazing Trailer 
Ranveer Singh's Acting ️
Arijit Singh's Voice 2:46 Second ️"
@rajnish1990,It's not only film it's emotion for all Indians 🇮🇳
@MuskanKhan-bx6nb,"Kapil paa ji born leader, but he didn’t known this unless unity of the team , I must applause for the all the team how they stood with him n worked together, UNITY IN DIVERSITY MADE IT. Incredible INDIA"
@devagrawal9647,"Don't lie to yourself.
You definitely got gossebumps and the part where we witnessed sachin and that legendary press conference.
Excited for the movie"
@mayanksolanki8515,Wow is not just a movie this is the  emotion off million's people.. Jay hind..🇮🇳🇮🇳️
@alokshrimal9799,"Goosebumps trailer.. what a expression, accent and dialogue delivery of Ranveer singh...there is nothing in this world he can't do..good space for other actors too..this movie going to be next big in Bollywood history...Hats of the story telling.. some dialogue are insane like ""Ajadi to 35 saal phle mil gyi lekin Ijjat milna abhi baki h"" and ""Jeetne aaye h"""
@bbgaming99,its not aw history its  emotion of every indian ️
@sreeragm.s4323,"As a cricket fanatic, I've always wanted to see a film about our country's greatest sporting triumph. As a millennial, I'd like to think that after watching this film, I'll have a better understanding of the tournament."
@AkRocksworld,"Sandip Patil was the unsung hero of this world cup, he played a magical inning in the semi final against England, and also contributed well in the finals.."
@chandanpandey2446,"This movie is so close to every Indian's heart, blockbuster performance by actors and great casting"
@juepaul691,83 Is forever !!! Other movies will come and go 
@monushree391,Ranveer has played super performance. Best movie ever seen.
@soumitraghosh6406,Did anyone notice junior Sachin Tendulkar on his elder brother's shoulder? Goosebumps!!! 
@dipjoy_sen06,You may troll Ranveer Singh for being joker at times..but on screen he always tries to give his best..Gully boy..Ram.. Lootera.. Bajirao.. Khilji..and now Kapil Dev..
@ravikumarsukruthigs5893,"The man who stood up against all odds and spearheaded the team towards Victory.. Kapil Dev, a true indian by heart and soul , deserves Bharat Ratna for his incredible and impeccable service to the nation in the form of Cricket..The first superstar of Indian cricket by any standard who orchestrated Indian cricket into the current position..Hats off Man...U r true God of the cricket !!"
@ujwall1244,That's what ranveer is praised for.... What a trailer
@Sumit-b1,"""""“Never give up. Today is hard tomorrow will be worse. But the day after tomorrow will be sunshine.”"""
-,"Had been waiting for this masterpiece ever since it's announcement! Just no words for the trailer.. It's goosebump inducing. What a treat! ️
#83 #IndiaJeetega 🇮🇳"
@oldman2910,I am yet to understand why people disliked this film or Ranveer’s acting. It was top class
@Abi-el8uq,"Deepika absolutely lights up every scene she's in, you can tell she was born for the screen! I miss her movies so much!! I can't even tell it's Ranveer, he has become Kapil Dev!"
@Voice4ubro,"Ranveer just  wow, his acting, his energy, he is the one and only star in bollywood who can perform each character alive.."
@manmayakumarsahoo7330,"Watched and lived every moment of 2007 t20 wc,  2011 wc and 2013 champions trophy. 
Now will get to feel how it must've felt to win the WC in 1983."
@preetidutta4375,I was eagerly waiting for this kind of movie. Thanks to Kabir Khan sir for this wonderful movie. India me cricket ko cricket ka darja dilane k liye Kapil sir or unki team ne jo mehnat ki hai use Aaj ki generation is movie ke through samjh payegi 
@ritugupta4920,"FROM BAJIRAO TO KHILJI TO KAPIL DEV,YOU KNOW THERE IS ONLY ONE MAN WHO CAN DO SO MUCH DIFFERENT ROLES,RANVEER SINGH."
@gayatrijadhav4605,"Such an legendary movie.. 
Acting of every  character is really appreciating.. 
Like, I was shocked when I saw ranveer singh, I swear , He is totally looking like kapil dev.. 
This movie proves that Bollywood is still Bollywood and we produce actual masterpieces.."
@Talk_logical,"tears in my eyes and goosebumps to see the emotions, the victory which created history for India 🇮🇳 and the Indians across world. Love from Canada 🇨🇦"
@bhaderwahi.gupshap5026,No one can match the level of acting  ranveer singh 
@linajoardar,I was a little kid when this historic event took place. Still remember how my dad and uncles danced and jumped around with joy ! Thanks to the entire team for working so hard and presenting this. We are all waiting for this film to release and hope it’s a huge success. My best wishes from USA 🇺🇸 to India 🇮🇳
@arunb2662,"This happened 16 years before I born . I remember how I felt when I read this in a cricket magazine.
Still I have goosebumps by just watching the trailer.
Eagerly waiting for the movie️️️"
@rutujasalunkhe7610,I had very low expectations from this movie... But surprisingly this turned out to be must watch movie... It's a overwhelming experience to watch this movie...
@protubershrish6765,Just watched the movie — such a class movie — we should encourage such movie —- oh gosh real hero’s — started crying when Kapil Dev breaks the record and he is unaware of it 
@learner441,"I hadn't thought that I'll cry watching this trailor
This shows why cricket is breath of India 
Cricket helped India establish it's powerful existence in world!! 
Now let's not forget its legacy and focus on other sports similarly "
@jerinarnold5232,Watched the movie yesterday and I couldn't help comment somewhere about the movie.. What a movie!! Well directed and astonishing acting by all...one can see Kapil Dev and the Indian team on screen..not Ranveer and a bunch of actors...!! A must watch movie... !
@rosequartz8524,"Ranveer killed it! He is unrecognisable.
Deepika-Ranveer together always create some magic. ️
Pankaj Tripathi adding more magic.
Each and every character killed it. Superb acting."
@CHILL_IN153,No one slept that night when the indian team realised it was time to eat no shops were open they slept with a empty stomach but with a full heart proud to be indianINDIA ZINDABAAL
@unimaginable.,For Indian cricket fans this Victory not only a Victory of 11players its a victory of millions of INDIANS and their dreams 
@definitelynot_0798,"This isn't just a masterpiece! 
This will be ONE OF The GREATEST MOVIE OF ALL TIME  
Just wishing this new Omicron variant won't let us down again!!!!!!!!!"
@ketan8421,"The way Ranveer talked if u listen closing ur eyes; u would definitely feel that its great Kapil Dev’s voice… 
Waiting badly to see on big screen  thanks Kabir Khan "
@sodhamanansinh8865,35 saal pehle hum log aazadi jeete hain lekin izzat jeetna abhi baaki hai kaptan purely goosebumps 
@sanchitswlkr,"I really hope, that this time a director does justice to one of the most important events in Indian sports history by sticking to the original material and not by relying on synthetic Bollywood drama and punchy colors. The cast's transformation in their respective roles does appear to be honest and convincingly well thought out in the first glance. Happy to see that the trailer actually released."
@khannaboys,Born in 83 and just just just can stop tears to bless those heros. . . Specially Kapil Sir. Great Man. Thank you paaji. God Bless you.
@shubhamkamboj7271,This movie is going to be great for Cricket fans ️
@offx_adhyy,Me After India Won The World Cup🥹🩷
@damuunnikrishnan,3:00 - The day that inspired a kid to be the God of Cricket.
@itsmevickey2631,"Ranveer singh is proved that to he is real character for Bollywood 
He plays many role but this was the kapil dev role is one of my fav .  
So cheer up guys #83️"
@dr.ajitpatnaik8823,I congratulate Ranveer Singh for being part of this masterpiece and living up to the character.
@aryanpatel7353,"Very realistic depiction of 83 worldcup 
Very nice work done
Such type of movies should be made "
@bikhyatsikha8884,I think ranveer doing so much hard work mor this film  and all other actors too. All the best team 83 ️
@study_network1,"“Play Life like a Cricket match. Don’t try to hit hard in every situation, Just keep rotating, moving, and then look for that one Delivery and hit it as hard as you can.” 🇮🇳"
@Nobody1991,"When it comes to acting, Ranveer Singh is pure professional. "
@AnuJain000,Aaj history repeat hogi aaj phir India trophy  uthayega
@J.k.republic,I am born in 2000 but after watching the trailer can feel the same passion of 1983 ️️️
@tmuthupalaniappan,Time Stamp: 3:00 - That's Sachin for you :)This trailer is just wow & Ranveer nailed it.
@crkofficial9083,This is the kind of Movies that we need to understand and learn from our history. Ranveer singh’s reply about srikanth’s batting during net practice was an epic reply and he did Justice to his character!! Salaam
@ThePathseeker,"This movie is a heavily underrated masterpiece..the making, the performances and the accuracy of the sport actions are all unparalleled in Indian cinema and upto world class mark...... Ranveer Singh had his greatest performance too"
@dhruv1507,"""We here to win"", this line feels like Kapil Dev himself is saying that"
@amritraj3898,"huge fan of Arijit ️but, I can't able to recognise his voice while watching this trailer for first time.....totaly lost in this trailer ️...it gives goosebumps, emotion, patriotic feelings ️️"
@marvinbhuminpatel4405,"Just Wooow!!!!!!! No words for the casting, acting, makeup, story! Hats off!! ️"
@exploringmysteries22,Still Goosebumps after watching the film!!! 
-,मेकप  आर्टिस्ट  ने  तो  हमारे  रणवीर  सिंग  को  ही  पूरा  कपिल  देव  ही  बना  डाला 
@MK-pw9ke,"At 2.08 - ""ek match tho jeet k jao "" 
Gives goosebumps nd tears at the same tym !!!

This movie gonna be masterpiece by ranveer singh ️"
@veenakaur644,It look funny and emotional at the same time I need this type of movie in Bollywood I'm really excited to see this and this movie definitely gonna break the record ️
@hmkw481,"83 is the best film of Ranveer Singh's career...
️"
@Vor567tez,"Really love how at the end it shows actual players name. Hope the movie will be more about sports and not fall into typically  bollywood masala biopic with the opponent team as clichés villain. 
Also the make-up, set, costume designer deserves an award. The way they tried to make every actor as close as real life cricketers is just mind blowing. Even the West Indies side looks amazing."
-,Voww after so many days any movie is giving GOOSEBUMPS 
@binitapaul6302,The team.. The energy.. We owe a lot to it.. It's gonna be the blockbuster of the year.. Hats off to the cast and crew ️
@Iam_raju_ch,To me this movie 83 and this World Cup win stands above all the other  world cup victories for India. Sadly people failed to connect to it.
-,Wow Brilliant Trailer Sure Will Create New History 🇮🇳 🇮🇳 Jai Hind  India Jindabad
@sudhanshubhardwaj9824,This is going to break the records of all the biopics made in Bollywood 
@shrisridhar2020,"First time in history getting tears by watching trailer....
Everyone should respect 83 Indian cricket team.
It is emotional movement for all Indian, they ruled here more than century killed lot of peoples.
Maybe it is game but first time our National flag hosted in England after winning the game.
History made. ️"
-,"Goosebumps, this should have been a massive hit. its not the movie which was disappointing, its the audience."
@manmohansingh1956,A miracle of movie! Just unbelievable! Chak te fatte! ਚਕ ਤੇ ਫੱਟੇ! 
@rahulk6266,The versatile actor is back with his versatility performance 
@kalaivanibaskar661,"Incredible acting!! Finally after 2-3 years, this team's hardwork can be seen and appreciated by everyone"
@DeepakSingh-wm8ol,Ranveer Singh is here to prove again that he is just here to win what an incredible actore
@sanchigupta6738,"You can troll Ranveer Singh for his dressing sense, but when it comes to acting, he is the best that we have."
@kashif123badshah1,Goosebumps...filled with tears in the eyes... it seems team 83 is now on the ground specially the gestures and dialogue of ranveer as kapil... great casting results in great team.. love my 🇮🇳..
@AzadHind572,The BGM of this movie is at next level. And the acting of ranveer Singh is just undescribable. He's damn talented guy. He needs more recognition for sure
@MhmedySizya,"What I think ranveer doesn't deserve to win any award I think DHON the untold story is best than this no comper bro

Rest in peace bro susant sing rajput may God bless you"
@chanduilla4300,Tears rolled.. can't able to wait for movie.. Goosebumps while watching the trailer
-,"GOOSBUMPS already! 
India 🇮🇳 India 🇮🇳 India 🇮🇳"
@AkashShah24,"Guys, let's do one thing
Let's give justice to our first victory of World Cup by not pirating this movie and rather going to theatres to watch this live and relive the goosebumps of '83 with our family and friends. "
@ramkumarr1725,Never believed in 83 innings till this movie. Sirf Ghar bhaite satyug dekh rahe hain. Love. Trinity and Neo.
@jahangirkhanniazi2042,So much respect for 1983 captain and team India and for this movie best of luck all production ! Love from Karachi
@priyankapariyar1502,"3:00 i cried at this point..
A game that united the whole country.."
@simransazdaalkabir,This is going to be a masterpiece and I can confirm this. Ranveer's acting is literally everything>>>>> no one can ever come to his level️
@AnkurKumar-fj6oq,Ranveer singh is very good actor.......
@tacog909,"The boy in curly hair celebrating over shoulders that moment, who knew this  adorable kid will take game to new heights later... Goosebumps!!"
@roshankumar-pp9nj,When cricket was not for brands or advertising commercials. World cup then was purer and original. Earned with battle hardened love for country only by one and only team of the world. Kapil's and his only eleven. Not just an Indian team by any standards. It was the rest of the world against Kapil's eleven.
@TruthOnly142,The Best Part is when they introduce the Characters at the end by their actual Batting Order.
@salmanhussain4986,I’m pakistani 🇵🇰 but this film gives me goosebumps  that song Jeetega Jeetega is just something else ️
@vrushankdhuri4058,"Finally, something to watch with my Father in the theaters that we both discussed from my childhood.. Not sure about theatre experience, but trailer is goosebumps..."
@prakhart92,Once again Arijit killing with his voice. So excited to hear it out.
@LuvDhun,"Hai Dua Har Dil Ki Hai Yakeen Lakhon Ka India Jeete Ga
Arijit Singh goosebumps️"
@bluemoonbm3618,"MASTERPIECE Film thi, Just rewatched it on Netflix after the theatrical release, still can't digest that it was a flop movie"
-,We can’t wait 
@sanjeev6987,"""35 saal pehle hum aazadi jeete, magar izzat jeetna abhi baaki hai"" sums up the emotion and significance of 83 win."
@fellowgoodie,"I remember watching this match on DD live. After India won the match, DD telecasted the whole match again the following day (not the highlights, the whole match) and remember one-day cricket was 60 overs each, back then.
Also for those who say this was a fluke win, remember India defeated WI in the opening match  of this World cup as well, so they knew they were capable of doing it again."
@AbdulHadi-vv1ye,"I am from Pakistan but I am a huge fan of living legens like Kapil Dev, Imran Khan etc, this movie gave me goosebumps and Pakistan also came into world cup 92 as cornered tigers but Khan motivated his team to lift the WC, I wish Pakistan film industry should make a biopic of Khan as well. Love from Pakistan 🇵🇰"
-,"Wat a brilliant trailer, surely will create a history ️"
@anshikasingh5313,The trailer itself is so freaking emotional!!! Can't even imagine the scenario once the film releases ️
@dodavis4594,Those were the days we didn’t have television or online streaming to watch cricket….  The live commentary on the radio brought goosebumps to the core….  Blissful days!
@kanarakishan3186,This man deserves a biopic
@Delhiteonmission,This has to be the most iconic cricket film in bollywood ever ️️
@sushreedash2699,The trailer is just on time when everyone needs to feel that whatever might be the circumstances we should always stand together for our country. Such an amazing piece of work.
@YourboySudeep,Waiting for 24th dec to watch this legendary movie 
@sakshibhalerao7996,"It's not just a movie trailer, it's a inspiration"
-,Goosebumps
@sm_003,"Being a late 80s kid, I can definitely relate a lot about the vibe of that time around, winning the World Cup for the first time, live radio commentary, no TV, or only B&W TV in some rich people households, Been early waiting for this flick & its theatrical release for last one year & half. Am sure for me & many of us (late 80s & early 90s kids), this flick gonna be a revisit to our childhood memory lane, a time travel roller coaster journey."
@madmax5866,1:07 Jiva never disappoints  His comic timing will always be on point.
@eternalarts4411,I literally had goosbooms when india won world cup for the first  time proving to everyone  that we indian can succeed  in anything  even in movie it is vey emotional  hope i was born in that time  so proud वंदे  माथाराम
@punamborkar7036,And the Ranveer is coming in theatre to bring that memories of the world Cup of 1983 ️
@dipjoy_sen06,"One of the most versatile and dedicated actor is here again to prove his potentiality. 
#83 #Ranveer 
Another filmfare loading ️"
@prabhatkumar4491,I have watched this trailer more than 100 times and can also watch 100 more times. It gives so  satisfaction and feels proud that I can't wait for the movie. I was not born in 1983 but truly speaking I lived those days after watching this. 
@aryanraj-cx7rn,When you see 83million views 
@nikhilsaurabh378,"Kapil Dev is such an underrated player... But after this movie we all will know his legacy ..
Let's make this movie to collect atleast 183 crore at box office "
@miruzairyousuf5182,I wasn't expecting this.... This is another level.... Just Wow.. No words....
@funkymitra5899,expression at 3:06 is just awesome and filled with determination.... Ranveer just proved again he is superstar
@rakeshnagarji1072,"35 Saal pehle humlog azadi Jeete the🇮🇳🇮🇳🇮🇳
Izzat jitna abhi baaki hai"
@rK-fw5ov,"Goosebumps Trailer, Really Hats of Directors and cast crew"
@muhammadnoman06,"This is such a great trailer, all seems natural, great acting by RS,  I'm a Pakistani, but I got the goosebumps also. Looking forward to watch the movie."
@adeetya_0810,"Each Second,Each scene and Each Word Gives Goosebumps.
 This Movie Will Beyond Our Imagination.
Thank You All 83 Team."
@nafisatabassum344,"This movie released in wrong time..
Such a tremendous movie by Kabir Khan"
@imagedreamz,A soulful respect again to the legend #kapildev Sir
@manjunathnaik4705,"This trailer just gave me goosebumps ,this is a type of movie  in which u know the climax before it's release but still would love to watch at any cost ..."
@meetbediproductions6962,The way rv portraying kd is just mesmerizing and kinda looks like he's become kd and not just acting like him...
@nehanaruka6557,"What a Movie!!! Man ......
Wins heart ..... Amazing ️"
@AbhijeetSingh-rx9ef,This movie is gonna give a chance to experience that historic win to anyone who wasn't lucky enough to live it before!
@arohibhuvana,"Ranveer 
Wt not u can do man ️
What a performance felt like Kapil Dev sir went back to 83 and lived this again ️"
@reazalam5902,What a sensational trailer.... This is a big screen movie ....feeling proud and emotional at the same time.... Ecstatic to see first world cup win by India..... It's surely going to break all box office records.... 
@devmishra2160,3:00 our great Sachin Tendulkar ️️️️
@IzanaAnime,Literally This trailer is giving everyone goosebumps . I'm also excited  .
@sriharis6706,"Feeling those chills.....I was born in 2004, got to know about this historic etched-on-the-wall moment, and I still remember this, whenever I see Cheeka's channel. As he says, there can be no one matching the guile of Kapil, according to me....and Ranveer and Jiiva melt my heart's with their pinpoint acting like Paaji and Cheeka! Looking forward to this must-see movie...more thrill, more Josh, more goosebumps, more emotions overload! All the best to Kabir Khan and the actors who have played the important players of this '83 WC!"
@pankajgupta594,This movie connect the Indian by an emotion. While watching the trailer it gave me goosbumps and made me emotional and made me realise that from where Indian cricket has grown from dust to gold. I could bet this is going to the best cricketing thriller of all time even bigger than MSD biopic.
@bhuvankt4978,Cant believe people preferred pushpa over this masterpiece
-,मैं इस फिल्म को सिनेमाघरों में देखने के लिए उत्सुक हूं।
@kunalsingh9116,"The feeling is strong that I am coming again and again to watch this trailer, the legendary story of 83 world cup that we all have heard this movie will make every generation feel what every Indian felt in 1983 ️."
@jeevaningale1712,This will be the first movie I'll watch in Theater after pandemic  1983! The  defining year in India Cricket as a religion!🇮🇳 Trailer looks awesome!
@adityadanani970,Congratulations for 1 year of 83
-,"Abhi maja ayega na bhidu.. Arijit ka woh purana time wapas aagaya, Back to Back songs in blockbuster movies.. Jubin ka tarah Remake nahi  Super Excited"
-,It’s a masterpiece ! A super hit for sure.
@nayanjain4135,"Never expected this from Ranveer Singh , what a great trailer, Every second gave me the goosebumps. Simply, I loved it!"
@drrifatalam7413,Did anyone notice that Mr Kabir Khan showed Sachin Tendulkar too ? And his Brother as well ? What a direction!!! And what a performance by Ranvir Singh !!!!
@Dk-rt3rz,"I never watch cricket but somehow this trailer made me tear up like crazy. Was not expecting such emotions watching a trailer. I was totally skeptical about it since the movie got announced, everything looks very promising"
@tejassharma4171,Everybody is talented because everybody who is human has something to express like Ranveer Singh️
@Kunchurofficial,I would like to Thank you all cast & crew. This is not just a movie...its an emotion for all indian cricket lovers and who were not born at that time. I was getting goosebumps while wtching this movie
@srirams1988,"One of the best movie... Right from the teaser, trailer, promotions n finally movie... Top notch...."
@TheMeeTime,"No matter how many Cricket centric movies we get, But we still enjoy every moment of them, Cricket is in our Blood  
Jeetega Bhai Jeetega India 🇮🇳🇮🇳 Jeetega "
@bapunirocks,I literally started crying out 2:54 ...still feeling goosebumps after watching out trailer....
@vinayakrao1167,Can already see this film becoming a super hit. Goosebumps throughout while watching the trailer. Jai Hind
@googgleyy,"I wanted this motivation after we played our best but lost.. love you always team India
🇮🇳🇮🇳🇮🇳"
@SeerealCreationsKannada,2:13 Goosebumps This is lit..  a blockbuster 
@honestreview6900,"Trailer says it all.
It's block buster.
Shows how hard everyone would have worked for it.
Desperately looking forward to watch this movie....."
@mr.abbyyt2229,"This has sent shiver down my spines. If the trailer is so good, the move is definately going to be a blockbuster!
Kudos to all the cast and team!"
@karthiksharma331,"Fantabulous movie....how can this movie be flop??....Pack of emotions. 

Masterpiece!!!

The review critics were big chutiyaas...."
@jitendrarout5486,A heartwarming and mind-blowing trailer. Lots of love and respect for 1983 world cup winning team ️🇮🇳
@gheemail,"No matter how many times you watch it, tears flow automatically in the last part. Thank you for making this movie, so that we can re-live and celebrate the most historic moment in Indian Cricket. Salute to Kaps and the team! And a great work by Kabir Khan to have the audacity of trying to recreate this piece of history into a masterpiece. Must watch in the theatres - which I guess will be no less than a stadium experience."
@atharvxd3957,i got tears watching this trailer how indian cricket is changed through years we have such a diamond playing for our team proud to be a indian
@rupkotharriya4191,"What a wonderful film...aysi film sadeyo may1bar hi banti hay...just amezing....india...india ...🇮🇳🇮🇳🇮🇳
Kapil ...Kapil...."
@priyankabharti2080,This is gonna be a masterpiece..we will celebrate our legendary victory once again with this movie.superb️
@its_khanaamir,I'm So Addicted To Watching This Trailer Again & Again On Repeated Mode  Because Seriously It's Amazing & Pure Masterpiece !
@rehmaanfatahu1272,Fantastic trailer..  This will be another gem of Bollywood and another best performance of Ranveer Singh.  He nailed it in every role with ease and dedication. Can't wait to see this movie ️
@kavitamaurya617,No matter how many times i watch this movie everytime it gives me a tear of joy and goosebumps. What a commendable match it was! Splendid! Amazing team and strong captain who stood strongly. A match which gave hope of winning to team india. Cricket is not only game but also emotions.  Thanks to director for making this amazing winning match of india🇮🇳  I was born after decade but I can still feel that joy of winning🇮🇳
@annapoornadevaraj219,Yes.. i watched the movie . Just feel proud about way the movie has been picturized. I just don't find words to express what I felt while watching the movie.. It is the celebration of 83 world cup.. Hats off to the Kapil Dev Sir and his team. He in deed earned respect for our country in that crucial time. Ranveer Singh one man army.. after this if I think about Kapil Dev Sir I get Ranveer's face in my mind.. what an actor!! Every single actor has given complete justice to their roles.. efforts made by the whole team is just incredible.. ️️
@amirakhan5794,The trailer gave me goosebumps. Too much excited for the movie and once again Arijit killing with his voice. So excited to hear it out ️️
@ankitpattnaik2580,"Can't wait to witness the historic win of our india.
Only heard stories from elders and read about it, 24th dec come soon."
@TanishkRawat-f2j,Movie name is 83 and trailor got '83' millions views 
@prabhat30100,"Everyday I watch this trailer, goosebumps every time ️"
@akshaygala121,I am excited to see this movie as i am a huge cricket fan and have only heard about this day and have never witnessed it…Sir Kapil dev️
@ranjana9895,"Goosebumps And Emotions In Just Few Minutes Can't Wait To See The Movie It Is Going To Be Blockbuster 
️️"
@nishantraizaday1368,"Goosebumps and tears! If you love cricket, this trailer will move you"
@jyotijuyaldhoundiyal9261,Full of emotions best blockbuster trailer ...this film is something out of the world...   kapil or ranveer hats off
@HashtagGamerr,"Always wanted to live the 83's cricket era, looks like this film is going to complete my dream  #GOOSEBUMPS ️ What are you Ranveer Singh "
@mr.farrenheit7091,Even I feel the enthusiasm and nostalgia as a pakistani passionate cricket lover as my favourite crickiter is sachin tendulkar and I’ve seen some glimpse of kapil dev too to me this trailer is really inspiring and I look forward to watch this movie and want to share ny thoughts with my fellow beloved indian brothers and also want go hear their experience and goosebumps while watching this movie cant wait ️
@adityadanani970,Congratulations for 2 years of 83
@abhiyanshurao154,"This is going to be the best film made on Cricket and Team India... Absolutely magnificent ️
Mega blockbuster hit and Ranveer Singh is mind-blowing in Kapil Paji's role, I'm in love with this trailer."
@aayushjainsethia4191,"Goosebumps throughout the trailer.
Brilliant story with a brilliant cast, best of luck guys ️"
@jeetnag4716,A movie worth watching... Specially for the sports lover a movie to remember. Wonderful acting by Ranveer Singh.. A gem of a movie ️️️
@artificiallygreenlight598,Thank u india 🇮🇳 FOR WINING THIS CUP without u we would never did it and without Kapil ur amazing captain 
@yadhulsuresh,this is gonna be a legendary movie.. perfect casting and kudos to the whole team... looking forward for the release ️
-,Goosbumps. Faad Trailer.
-,தரம் 
@mohankumarmurugesan,"Watched this movie last weekend! Kapil Dev's determination brought a world cup and changed the fate of criket in India and the cricket game itself! Brought 100 billion fans into the game, which brought sponsors, investors, advertisements! Then stars like Sachin, Dhoni, Kholi all started with one man's dream to win the world cup and bring pride for the nation!"
@20shourya,"this looks like it'll be a fairly accurate depiction of the emotions, the circumstances, as well as of the cricket! The accuracy in the shots and the iconic moments is a rarirty - I really like how they included that bit with Madan Lal celebrating Viv's wicket with his hands pumping - a 1:1 match really!"
@Off_Virat_kohli_18,I respect everyone who were involved in this. Seriously the best piece that I've ever seen on YouTube. HATS OFF TO YOU ALL!!!
-,Fantastic trailer ️
@zarnainbilal.6,Why Floop this movie I cant Believe such a amazing documentary love from Islamabad Pakistan 🇵🇰 
@navis6709,"Watched it yesterday.  One of best movie. Love India, love Kapil love Ammy virk"
@Sid_Ro_45fangirl,Goosebumps 🇮🇳 celebrating the victory of indian cricket ...this is the most beautiful way to do ...wow with this one more Ranveer have proved that he is meant for doing any kind of character on screen...hats off to him for he has got everything possible for being kapil dev onscreen 
@johoapkopasandbycmsharma6057,"Me ranveer singh ka fan ho gya hu aur uun sabhi actors ka bhi jo isme the 

Mujhe apne sabhi Mahan khiladiyon pe garv h I love all"
@priyadarsini5132,We will not frogot this legends  inda 1 world cup 
@prishhspamzz,"No matter what people say this was masterpiece, is masterpiece and will be masterpiece"
@tauqeerwaqas,Kapil Gavasker Sachin Kohli Dhoni these are not only great Indian players they are ambassadors of this game I never heard any negative things from them.  Respect from Pak.
@TanishBatla,This movie deserves an Oscar 
@munnivodro3030,India is the first team who beat West indes and won their First world cup title. Love from Bangladesh.🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩️️️️️️️️️️️🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
@robloxplayer2258,"What a fantastic movie.
Very nostalgic. Love from Pakistan"
@OKPtradeexim2759,Ranveer doing well his job well done
@techbaalak,Meri Favorite Movie All Time ️
@Avesh_Agwan,Ye Ek Matr Esi Movie hai India ki Jo flop he collection me but jisne y movie dekhi hai uske liye ye movie All time blockbuster hai 🇮🇳🇮🇳🇮🇳ye movie flop hokr bhi hit he
@likeablelabradoodle4035,"Back when every single match could brings the whole country together, a single match to captivate every pair of eyes and ears, back when cricket was and emotion"
@firestatusnt,nice
@protubershrish6765,What a dialogue by Srikanth — to the journalist 
@prateetsrivastava310,Emotions of 140 crores ️
@Bruce-ts,Watching the movie now. Within a few minutes I can say this shouldn’t have been a Bollywood movie.
@anishapurohit1703,"After this movie I'm  big fan of ranveer Singh  what a actor  ,what a movie and what a director ""kabir khan ""just wooooooooooooooow . Faisa vasul movie h "
@mmkw202,83 is the best film of Ranveer Singh's career..
@shivendradixit7168,Is moovie me kisi ne apne liye kaam ny kiya but they represented how every indian can easily proud of india
@khizar_junaid,Can't believe this masterpiece was declared a flop 
@pawineecheewapak4933,love the most..love every scene..love everything...One of the best movie ever.Big fan from Thailand
@Takemichi053,Wow 83 movie trailer mai 83 million views 
@moong2649,This movie should have earned 1000 crores
@geetachakraborty263,After seeing the trailer got my goosebumps 
@chandrikachandrasekharan9025,No one else could have played Kaps better than Ranveer.
@raunakyadav3648,"Match khatm, world cup khtam, captain khatm 
Miss you king kohli ️"
@rakibulmallick8318,Finally a movie together where none of them die in the climax
@subhashyadav-iq4vq,"Wowww It's Amazing,
Film Name :- 83
And Trailer views also 83 million in this time "
@soumikpaulthebeast,"I don't need any motivational video after 83. Anything is possible if you think positive. Simple. That's what I learn. Everything depends on your mentality, your thinking "
@renukaharlalka2592,"Thank u so much Kabir sir fr making ds movie... Mujhe nahi pata ki boxoffice collection ka iss movie se kya connection hai... Mere liye ye ek emotion hai... This is an event which I had only heard about... But coz of u I was able to see it, to feel that emotion which I hav seen my father boasting while describing it.... N not only fr me but for every cricket fan who wanted to see this event unfolding or d 1s who saw it earlier... This movie is something which should not b judged on its boxoffice collection... Judge it on wat a cricket fan felt while watching it.
️ for cricket
P.S. also a big big thank u fr d editing team... D way old clips of 1983 world cup are edited in it is marvellous...."
@Kaatt_avaraathi-wg1sz7fg2e,The game that United the nation  Jai Hind 🇮🇳
@AnotherAwakenedHindu,"Watching in 2023
Still getting goosebumps 


Bollywood is in this condition,
Because the Audience rightfully deserves it"
@santoshkadkol,"This is a right time to re-release 83 movie in theatres... With LSC and Rakshabandhan not doing well , its a good opportunity to get this movie back in theatres in light of independence day spirit"
@somabiswas8650,Too good film... Film made us Nostalgic... Wow raat... How can we forget... Midnight celebration... Next day... Sirf cricket e cricket... Mouth watering dises for Lunch... Anandabazar patrika porna ka dhoom... Woh line.... Modon er roshe bhosso... Aaj bhi yaad hain... Rosogolla distribution... Okal diwali... Kya kya nahi hui jitne ke khushi mein.... Thanks Bollywood...
@tragain3404,"What a master piece ️
Love from Pakistan"
@THE_IBRAH1M,I don't know why but every time i see this trailer kushi se rona aa jata hy 🥹 And by the way i am a Pakistani 
